species_scaffold,start,end,gene,homology_id,animal,cluster_id,species_index,comp_scaff
KI270728.1_Homo_sapiens,1139577,1147868,ENSG00000273554,21,Homo_sapiens,2,7,KN149779.1_Danio_rerio
KI270728.1_Homo_sapiens,1139577,1147868,ENSG00000273554,21,Homo_sapiens,2,7,KN149948.1_Danio_rerio
KI270728.1_Homo_sapiens,1139577,1147868,ENSG00000273554,21,Homo_sapiens,2,7,KN149976.1_Danio_rerio
KI270728.1_Homo_sapiens,1139577,1147868,ENSG00000273554,21,Homo_sapiens,2,7,KN149998.1_Danio_rerio
KI270728.1_Homo_sapiens,1139577,1147868,ENSG00000273554,21,Homo_sapiens,2,7,KN150086.1_Danio_rerio
KI270728.1_Homo_sapiens,1139577,1147868,ENSG00000273554,21,Homo_sapiens,2,7,KN150131.1_Danio_rerio
KI270728.1_Homo_sapiens,1139577,1147868,ENSG00000273554,21,Homo_sapiens,2,7,KN150170.1_Danio_rerio
KI270728.1_Homo_sapiens,1139577,1147868,ENSG00000273554,21,Homo_sapiens,2,7,KN150189.1_Danio_rerio
KI270728.1_Homo_sapiens,1139577,1147868,ENSG00000273554,21,Homo_sapiens,2,7,KN150240.1_Danio_rerio
KI270728.1_Homo_sapiens,1139577,1147868,ENSG00000273554,21,Homo_sapiens,2,7,KN150265.1_Danio_rerio
KI270728.1_Homo_sapiens,1139577,1147868,ENSG00000273554,21,Homo_sapiens,2,7,KN150322.1_Danio_rerio
KI270728.1_Homo_sapiens,1139577,1147868,ENSG00000273554,21,Homo_sapiens,2,7,KN150342.1_Danio_rerio
KI270728.1_Homo_sapiens,1139577,1147868,ENSG00000273554,21,Homo_sapiens,2,7,KN150646.1_Danio_rerio
