ref_genome	num_genomes_sharing	genome_codes_not_sharing	num_shared_positions
4	7	,1,2,3,6,7,8,9,12,13,14,16,	249
4	7	,1,5,6,7,9,12,14,15,16,17,18,	3
4	7	,2,3,8,9,10,11,13,15,16,17,18,	1395
4	7	,3,8,9,10,11,13,14,15,16,17,18,	288
4	7	,1,2,3,8,10,11,13,15,16,17,18,	368
4	7	,1,2,5,6,7,10,11,12,14,15,18,	41
4	7	,1,2,5,6,7,9,10,11,14,16,17,	2
4	7	,1,2,5,6,7,9,12,15,16,17,18,	690
4	7	,1,2,3,8,12,13,14,15,16,17,18,	25
4	7	,1,5,6,7,8,9,10,11,13,15,18,	20
4	7	,1,2,3,6,7,8,9,12,13,16,17,	11
4	7	,1,2,3,6,7,9,10,11,13,15,18,	428
4	7	,2,3,8,9,12,13,14,15,16,17,18,	1
4	7	,8,9,10,11,12,13,14,15,16,17,18,	2
4	7	,2,3,5,6,7,8,9,12,13,14,17,	2579
4	7	,1,3,6,7,8,9,10,11,15,16,18,	2
4	7	,1,2,3,5,6,7,8,10,11,12,13,	3557
4	7	,1,2,3,6,7,8,10,11,13,15,18,	258
4	7	,1,2,3,6,7,10,11,13,14,15,18,	295
4	7	,1,2,6,7,9,12,14,15,16,17,18,	48
4	7	,1,5,6,7,8,9,12,14,15,16,18,	2
4	7	,1,2,3,5,6,7,8,12,13,14,16,	53
4	7	,2,3,5,6,7,8,9,12,13,14,16,	1
4	7	,1,2,5,6,7,10,11,12,13,15,18,	169
4	7	,2,3,9,10,11,13,14,15,16,17,18,	18
4	7	,1,3,5,6,7,9,12,14,15,16,18,	9
4	7	,2,3,6,7,8,9,10,11,13,15,18,	101
4	7	,1,2,5,6,7,9,14,15,16,17,18,	169
4	7	,2,3,7,8,10,11,12,13,14,15,18,	1878
4	7	,1,2,6,7,8,10,11,13,15,16,18,	42
4	7	,1,2,3,5,8,10,11,12,13,15,18,	35
4	7	,1,2,5,6,7,8,9,10,11,16,17,	47
4	7	,1,2,3,6,7,9,10,11,12,13,14,	413
4	7	,1,2,3,9,10,11,12,13,14,15,18,	983
4	7	,1,2,3,8,9,12,13,14,16,17,18,	1
4	7	,2,3,5,6,7,8,9,10,11,13,14,	1290
4	7	,1,2,6,7,8,10,11,12,14,15,18,	3379
4	7	,1,2,8,9,10,11,14,15,16,17,18,	1588
4	10	,3,8,10,11,13,14,15,18,	132
4	10	,1,2,5,6,7,14,16,17,	28
4	10	,1,2,6,7,8,10,11,14,	216
4	10	,1,8,10,11,12,14,15,18,	4
4	10	,2,9,12,14,15,16,17,18,	113
4	10	,1,6,7,8,13,15,16,18,	65
4	10	,1,2,6,7,9,12,16,17,	59
4	10	,1,2,9,14,15,16,17,18,	107
4	10	,2,3,8,12,13,14,16,17,	6
4	10	,2,3,8,9,13,14,16,17,	5
4	10	,2,3,8,9,12,13,16,17,	334
4	10	,5,6,7,9,10,11,12,13,	92
4	10	,1,2,5,8,10,11,15,18,	227
4	10	,1,2,3,8,9,13,16,17,	60
4	10	,1,3,6,7,8,13,15,18,	24
4	10	,2,3,10,11,13,14,15,18,	2116
4	10	,2,3,10,11,12,13,15,18,	1172
4	10	,1,2,9,10,11,14,15,18,	755
4	10	,1,2,8,9,12,14,16,17,	2762
4	10	,2,8,10,11,12,14,15,18,	3
4	10	,2,3,8,10,11,14,15,18,	57
4	10	,1,3,9,12,13,14,16,17,	2
4	10	,2,10,11,12,15,16,17,18,	7
4	10	,1,2,5,6,7,10,11,14,	2376
4	10	,1,2,5,8,9,14,16,17,	891
4	10	,9,10,11,12,13,14,15,18,	158
4	10	,2,10,11,14,15,16,17,18,	487
4	10	,1,2,3,10,11,13,15,18,	5439
4	10	,1,2,5,6,7,8,10,11,	1153
4	10	,1,2,6,7,10,11,12,14,	920
4	10	,1,2,5,6,7,8,9,12,	6
4	10	,2,3,9,10,11,13,14,17,	1
4	10	,1,2,3,8,9,12,14,17,	1089
4	10	,1,3,6,7,8,12,13,16,	7
4	10	,1,2,8,10,11,14,15,18,	8620
4	10	,1,5,6,7,10,11,14,16,	22
4	10	,1,2,5,6,7,12,15,18,	661
4	10	,1,2,10,11,12,14,15,18,	6131
4	10	,2,5,6,7,10,11,12,14,	143
4	10	,2,3,6,7,9,12,13,14,	20
4	10	,2,8,9,10,11,14,15,18,	5409
4	10	,1,6,7,8,9,10,11,13,	414
4	10	,1,5,6,7,10,11,15,18,	35
4	10	,2,9,10,11,12,14,15,18,	7558
4	10	,1,2,5,10,11,12,15,18,	3361
4	11	,1,2,14,15,16,17,18,	951
4	11	,2,5,6,7,8,9,12,	54
4	11	,3,5,6,7,8,12,13,	1
4	11	,5,6,7,15,16,17,18,	211
4	11	,2,3,9,10,11,12,13,	43
4	11	,6,7,9,10,11,12,13,	17
4	11	,3,8,9,13,14,16,17,	1
4	11	,2,8,10,11,14,15,18,	522
4	11	,3,6,7,8,12,15,18,	23
4	11	,3,9,10,11,13,15,18,	1
4	11	,2,3,6,7,13,15,18,	562
4	11	,1,2,8,10,11,15,18,	158
4	11	,2,9,10,11,14,15,18,	1745
4	11	,1,2,6,7,10,11,14,	445
4	11	,2,3,8,12,13,16,17,	1
4	11	,1,2,10,11,12,16,17,	2
4	11	,2,10,11,13,14,15,18,	45
4	11	,2,10,11,12,14,15,18,	459
4	11	,2,3,10,11,13,15,18,	23
4	11	,10,11,12,15,16,17,18,	1199
4	11	,1,2,10,11,14,15,18,	6715
4	11	,1,3,10,11,13,15,18,	6
4	11	,2,9,10,11,14,16,17,	3
4	11	,1,2,5,8,10,11,12,	1015
4	11	,3,8,10,11,13,15,18,	164
4	11	,1,2,6,7,14,15,18,	14
4	11	,1,8,9,12,13,16,17,	1
4	11	,1,2,10,11,14,16,17,	34
4	11	,3,9,10,11,12,13,14,	47
4	11	,1,8,10,11,14,15,18,	5
4	11	,2,12,14,15,16,17,18,	3
4	11	,9,10,11,12,14,15,18,	4878
4	11	,2,3,6,7,10,11,13,	970
4	11	,1,2,10,11,12,15,18,	898
4	11	,2,8,9,10,11,13,14,	5
4	11	,2,3,12,13,14,16,17,	786
4	11	,1,5,6,7,8,10,11,	49
4	11	,2,3,9,12,13,16,17,	119
4	11	,2,6,7,10,11,12,14,	299
4	11	,1,2,3,9,12,13,16,	1072
4	11	,1,2,6,7,10,11,12,	404
4	11	,3,8,9,12,13,15,18,	2
4	11	,1,2,5,6,7,10,11,	936
4	11	,1,2,8,12,14,15,18,	193
4	11	,1,3,8,9,13,16,17,	57
4	11	,1,2,5,6,7,12,13,	237
4	11	,2,3,8,12,13,14,18,	76
4	11	,1,2,3,8,13,16,17,	4220
4	2	,1,2,3,5,6,7,8,9,10,11,12,14,15,16,17,18,	76
4	2	,1,2,3,5,6,7,8,9,10,11,12,13,14,15,17,18,	457
4	2	,1,2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,	2809
4	2	,1,2,3,5,6,7,8,10,11,12,13,14,15,16,17,18,	1
4	2	,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,	417
4	2	,1,2,3,5,6,7,8,9,10,11,12,13,15,16,17,18,	3014
4	2	,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,18,	435
4	2	,1,2,3,5,6,7,8,9,10,11,13,14,15,16,17,18,	8869
4	2	,1,2,3,5,6,7,9,10,11,12,13,14,15,16,17,18,	2183
4	2	,1,2,3,5,6,7,8,9,10,11,12,13,14,16,17,18,	457
4	2	,1,2,3,6,7,8,9,10,11,12,13,14,15,16,17,18,	5852
4	14	,12,14,15,18,	5
4	14	,1,2,6,7,	22
4	14	,8,12,15,18,	27
4	14	,2,8,10,11,	171
4	14	,2,3,15,18,	778
4	14	,3,9,13,14,	44
4	14	,3,6,7,13,	101
4	14	,1,2,5,12,	1695
4	14	,7,14,15,18,	16
4	14	,5,6,7,14,	2
4	14	,2,14,15,18,	9799
4	14	,2,14,16,17,	6231
4	14	,2,10,11,14,	2808
4	14	,1,2,8,14,	510
4	14	,3,8,12,13,	1028
4	14	,1,12,16,17,	120
4	14	,2,3,12,13,	2
4	14	,5,6,7,9,	105
4	14	,2,8,16,17,	47
4	14	,2,5,6,7,	6
4	14	,1,8,9,14,	299
4	14	,2,3,9,13,	5858
4	14	,2,10,11,12,	145
4	14	,2,6,7,12,	193
4	14	,2,3,6,7,	530
4	14	,1,9,13,14,	1
4	14	,1,5,6,7,	1161
4	14	,1,3,12,13,	341
4	14	,8,13,16,17,	3
4	14	,10,11,15,18,	16583
4	14	,2,8,9,12,	5410
4	14	,2,6,7,8,	539
4	14	,1,2,15,18,	1282
4	14	,6,7,10,11,	38
4	14	,2,9,16,17,	75
4	14	,1,2,9,14,	346
4	14	,3,10,11,13,	1248
4	14	,8,12,16,17,	421
4	14	,1,10,11,14,	423
4	14	,3,10,11,12,	126
4	14	,1,2,10,11,	5033
4	14	,2,8,12,14,	2
4	14	,2,3,13,14,	7
4	14	,2,3,10,11,	53
4	14	,1,8,9,12,	2837
4	14	,1,3,13,14,	139
4	18	,0,	3430215
4	3	,1,2,3,5,6,7,8,9,10,11,13,15,16,17,18,	314
4	3	,1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,	154
4	3	,1,2,3,5,6,7,8,9,10,11,12,13,14,16,17,	2747
4	3	,1,2,3,5,6,7,8,9,10,11,12,15,16,17,18,	363
4	3	,1,2,5,6,7,8,9,10,11,12,13,14,15,16,18,	1
4	3	,2,3,5,7,8,9,10,11,12,13,14,15,16,17,18,	63
4	3	,1,2,3,5,6,7,8,10,11,12,13,15,16,17,18,	2087
4	3	,1,2,3,6,7,8,9,10,11,12,13,15,16,17,18,	1246
4	3	,1,2,3,5,8,9,10,11,12,13,14,15,16,17,18,	3384
4	3	,1,2,3,5,6,7,8,10,11,12,13,14,15,16,18,	12
4	3	,1,3,6,7,8,9,10,11,12,13,14,15,16,17,18,	1
4	3	,1,2,3,5,6,7,9,10,11,12,14,15,16,17,18,	721
4	3	,1,2,3,5,6,7,9,10,11,12,13,15,16,17,18,	23
4	3	,2,3,5,6,7,8,9,10,11,12,13,14,15,17,18,	819
4	3	,1,3,5,6,7,8,9,10,11,13,14,15,16,17,18,	13
4	3	,1,2,3,6,7,8,9,10,11,13,14,15,16,17,18,	1945
4	3	,2,3,5,6,7,8,9,10,11,12,13,14,15,16,18,	426
4	3	,1,3,5,6,7,8,9,10,11,12,13,15,16,17,18,	461
4	3	,1,2,3,6,7,8,9,10,11,12,13,14,15,16,18,	3650
4	3	,2,3,6,7,8,9,10,11,12,13,14,15,16,17,18,	89
4	3	,1,3,5,6,7,8,9,10,11,12,13,14,15,16,18,	566
4	3	,1,2,3,5,6,7,8,9,10,11,13,14,15,16,18,	311
4	3	,1,2,6,7,8,9,10,11,12,13,14,15,16,17,18,	115
4	3	,1,2,3,6,7,9,10,11,12,13,14,15,16,17,18,	805
4	3	,1,2,3,5,6,7,8,9,12,13,14,15,16,17,18,	3399
4	3	,1,2,3,5,6,7,8,9,10,11,12,14,15,17,18,	2947
4	3	,1,2,5,6,7,8,9,10,11,12,14,15,16,17,18,	1473
4	15	,1,6,7,	7
4	15	,2,10,11,	17001
4	15	,1,2,14,	3620
4	15	,7,15,18,	334
4	15	,2,15,18,	1365
4	15	,8,16,17,	3444
4	15	,8,12,14,	1
4	15	,2,12,14,	492
4	15	,7,10,11,	381
4	15	,1,2,9,	25
4	15	,1,2,5,	1250
4	15	,2,9,14,	516
4	15	,3,10,11,	2150
4	15	,1,10,11,	3
4	15	,2,16,17,	8
4	15	,9,12,13,	257
4	15	,1,3,13,	58
4	15	,8,10,11,	735
4	15	,2,8,12,	414
4	15	,2,3,13,	11862
4	15	,2,7,8,	1362
4	15	,2,6,7,	8932
4	15	,10,11,14,	1
4	15	,2,7,10,	150
4	15	,2,9,12,	3458
4	15	,3,13,14,	6
4	13	,2,10,11,13,15,	36
4	13	,1,3,10,11,13,	227
4	13	,6,10,11,15,18,	79
4	13	,2,8,9,16,17,	14
4	13	,1,2,10,11,12,	4
4	13	,1,10,11,15,18,	7727
4	13	,2,8,14,16,17,	12
4	13	,2,5,6,7,12,	365
4	13	,1,2,14,15,18,	3405
4	13	,10,11,14,15,18,	6291
4	13	,2,7,8,12,14,	2
4	13	,1,2,3,12,13,	28
4	13	,1,2,8,9,14,	330
4	13	,3,9,13,14,17,	3
4	13	,7,8,9,12,14,	11
4	13	,3,9,10,11,12,	1
4	13	,2,3,6,7,13,	238
4	13	,2,8,12,15,18,	586
4	13	,1,2,3,13,14,	314
4	13	,2,9,14,15,18,	189
4	13	,3,10,11,12,13,	1
4	13	,3,6,7,10,11,	534
4	13	,2,10,11,15,18,	29394
4	13	,1,2,6,7,12,	2152
4	13	,2,12,14,16,17,	983
4	13	,2,5,6,7,8,	3
4	13	,2,3,9,13,14,	2661
4	13	,2,9,10,11,12,	10
4	13	,3,12,13,15,18,	419
4	13	,1,2,10,11,14,	919
4	13	,1,3,13,16,17,	18
4	13	,2,12,14,15,18,	569
4	13	,1,3,9,13,14,	573
4	13	,1,2,10,11,13,	244
4	13	,2,9,14,16,17,	1
4	13	,5,6,7,15,18,	3
4	13	,2,3,10,11,13,	426
4	13	,2,3,8,12,13,	11941
4	9	,1,3,8,12,13,15,16,17,18,	4798
4	9	,1,2,6,7,9,12,14,16,17,	2368
4	9	,1,2,3,5,8,10,11,12,13,	899
4	9	,1,2,3,10,11,12,13,15,18,	1
4	9	,1,3,8,9,12,13,14,16,17,	91
4	9	,1,2,10,11,12,15,16,17,18,	83
4	9	,1,2,5,6,7,8,10,11,12,	984
4	9	,3,5,6,7,8,9,12,13,14,	5653
4	9	,1,2,3,10,11,13,14,15,18,	353
4	9	,1,2,5,6,7,10,11,12,14,	53
4	9	,1,2,8,10,11,12,14,16,17,	287
4	9	,1,2,3,8,12,13,14,16,17,	2
4	9	,2,3,8,9,12,13,14,16,17,	101
4	9	,2,8,10,11,14,15,16,17,18,	3585
4	9	,2,8,9,10,11,12,14,15,18,	6
4	9	,1,2,5,8,9,12,14,16,17,	1585
4	9	,1,5,6,7,9,12,15,16,18,	54
4	9	,3,9,10,11,12,13,14,15,18,	1287
4	9	,1,2,5,6,10,11,12,15,18,	137
4	9	,2,7,9,10,11,12,14,15,18,	61
4	9	,2,3,9,10,11,12,13,15,18,	86
4	9	,1,2,3,6,7,8,13,16,17,	124
4	9	,1,2,8,9,10,11,14,15,18,	172
4	9	,1,2,3,9,10,11,13,15,18,	5
4	9	,1,2,5,8,9,13,14,16,17,	2
4	9	,1,5,6,7,8,10,11,14,16,	72
4	9	,1,2,3,10,11,12,14,15,18,	61
4	9	,1,2,3,6,7,9,12,13,14,	825
4	9	,1,5,6,7,8,9,10,11,13,	201
4	9	,2,6,7,8,9,10,11,15,18,	91
4	9	,2,9,10,11,14,15,16,17,18,	358
4	9	,1,2,10,11,14,15,16,17,18,	1364
4	9	,1,2,3,8,9,12,13,14,17,	1405
4	9	,1,2,6,7,8,10,11,15,18,	236
4	9	,1,5,6,7,8,10,11,15,18,	121
4	9	,2,3,9,10,11,12,13,16,17,	2
4	9	,1,2,5,10,11,12,14,15,18,	7174
4	9	,1,2,8,9,14,15,16,17,18,	1220
4	9	,2,3,5,6,7,10,11,13,14,	107
4	9	,2,3,6,10,11,12,13,15,18,	2
4	9	,1,3,6,7,8,13,15,16,18,	6
4	9	,2,10,11,12,14,15,16,17,18,	1647
4	9	,1,2,8,10,11,12,14,15,18,	2787
4	9	,1,2,6,7,8,10,11,12,14,	5
4	9	,1,2,3,8,10,11,13,16,17,	39
4	8	,1,2,3,8,9,12,13,14,16,17,	19150
4	8	,1,2,3,5,10,11,12,14,15,18,	4502
4	8	,1,2,5,6,7,14,15,16,17,18,	68
4	8	,1,2,5,6,7,9,12,15,16,18,	43
4	8	,1,2,8,10,11,12,15,16,17,18,	25
4	8	,1,2,6,7,9,10,11,13,15,18,	16
4	8	,2,3,6,7,9,10,11,13,15,18,	30
4	8	,2,9,10,11,12,14,15,16,17,18,	272
4	8	,2,3,8,9,10,11,13,14,15,18,	214
4	8	,1,2,5,6,7,8,9,12,15,18,	730
4	8	,1,6,7,8,10,11,13,15,16,18,	18
4	8	,1,2,5,8,9,14,15,16,17,18,	2
4	8	,2,6,7,8,10,11,12,14,15,18,	50
4	8	,1,2,3,8,9,10,11,14,15,18,	228
4	8	,1,2,3,5,6,7,8,10,11,13,	183
4	8	,1,2,8,10,11,14,15,16,17,18,	70
4	8	,1,2,3,6,7,8,9,12,13,16,	23
4	8	,3,9,10,11,13,14,15,16,17,18,	2
4	8	,2,3,8,10,11,12,13,14,15,18,	1
4	8	,1,3,5,6,7,8,9,12,13,14,	24
4	8	,1,5,6,7,9,12,14,15,16,18,	7
4	8	,2,8,9,10,11,14,15,16,17,18,	21
4	8	,1,3,5,6,7,9,12,15,16,18,	6
4	8	,1,3,6,7,8,13,14,15,16,18,	109
4	8	,1,2,5,6,7,10,11,14,16,17,	28
4	8	,3,7,8,10,11,12,13,14,15,18,	7
4	8	,2,8,10,11,12,14,15,16,17,18,	1758
4	8	,2,5,6,7,8,10,11,14,15,18,	828
4	8	,1,2,3,8,9,10,11,13,15,18,	7
4	8	,2,3,6,7,10,11,12,13,15,18,	29
4	8	,1,3,6,7,8,10,11,15,16,18,	73
4	8	,2,3,9,10,11,12,13,14,15,18,	79
4	8	,2,3,9,10,11,12,13,15,16,18,	1
4	8	,1,5,6,7,8,9,10,11,14,16,	17
4	8	,2,3,5,6,7,8,9,12,13,14,	8583
4	8	,1,2,5,6,7,8,10,11,15,18,	2859
4	8	,2,3,9,12,13,14,15,16,17,18,	33
4	8	,1,2,3,5,6,7,12,13,16,17,	193
4	8	,1,2,3,9,10,11,12,13,15,18,	2
4	8	,1,2,3,9,10,11,13,14,15,18,	1781
4	8	,2,3,8,9,13,14,15,16,17,18,	1
4	8	,2,8,9,10,11,12,15,16,17,18,	183
4	8	,2,3,6,7,8,9,10,11,15,18,	58
4	8	,2,3,9,10,11,12,13,14,16,17,	259
4	8	,3,8,9,10,11,13,15,16,17,18,	1
5	14	,2,10,11,12,	145
5	14	,2,6,7,12,	195
5	14	,2,3,6,7,	530
5	14	,1,9,13,14,	1
5	14	,1,3,12,13,	341
5	14	,10,11,15,18,	16309
5	14	,8,13,16,17,	3
5	14	,2,8,9,12,	5411
5	14	,4,8,10,11,	1
5	14	,2,6,7,8,	644
5	14	,1,2,15,18,	1373
5	14	,8,12,14,18,	4
5	14	,6,7,10,11,	38
5	14	,2,9,16,17,	75
5	14	,1,2,9,14,	346
5	14	,3,10,11,13,	1248
5	14	,8,12,16,17,	422
5	14	,2,4,8,9,	9
5	14	,1,10,11,14,	420
5	14	,3,10,11,12,	126
5	14	,1,2,10,11,	4615
5	14	,2,3,13,14,	7
5	14	,2,4,13,14,	252
5	14	,2,4,6,7,	73
5	14	,1,8,9,12,	2836
5	14	,3,4,6,12,	34
5	14	,1,3,13,14,	139
5	14	,2,9,13,14,	32
5	14	,12,14,15,18,	5
5	14	,8,12,15,18,	27
5	14	,2,3,15,18,	802
5	14	,3,9,13,14,	15
5	14	,3,6,7,13,	98
5	14	,7,14,15,18,	16
5	14	,2,14,15,18,	9796
5	14	,2,14,16,17,	6231
5	14	,2,10,11,14,	2813
5	14	,1,2,8,14,	510
5	14	,3,8,12,13,	1028
5	14	,1,12,16,17,	120
5	14	,2,3,12,13,	2
5	14	,3,4,12,13,	10
5	14	,2,8,16,17,	47
5	14	,1,8,9,14,	248
5	14	,2,3,9,13,	5727
5	18	,0,	3432260
5	3	,1,2,3,6,7,8,9,10,11,13,14,15,16,17,18,	1942
5	3	,1,2,4,6,7,8,9,10,11,12,13,14,15,16,18,	972
5	3	,1,2,3,6,7,8,9,10,11,12,13,14,15,16,18,	3590
5	3	,2,3,6,7,8,9,10,11,12,13,14,15,16,17,18,	89
5	3	,1,2,3,6,7,8,9,10,11,12,13,15,16,17,18,	2054
5	3	,1,2,3,4,8,9,10,11,12,13,14,15,16,17,18,	32
5	3	,1,2,6,7,8,9,10,11,12,13,14,15,16,17,18,	102
5	3	,1,2,3,4,6,7,8,10,11,12,13,15,16,17,18,	8
5	3	,1,3,6,7,8,9,10,11,12,13,14,15,16,17,18,	1
5	3	,1,2,3,7,8,9,10,11,12,13,14,15,16,17,18,	299
5	3	,1,2,3,6,7,9,10,11,12,13,14,15,16,17,18,	661
5	15	,3,13,14,	6
5	15	,2,9,12,	3458
5	15	,10,11,14,	1
5	15	,8,14,18,	2
5	15	,2,7,10,	142
5	15	,2,7,8,	1362
5	15	,1,3,13,	58
5	15	,2,8,12,	414
5	15	,8,10,11,	9
5	15	,2,16,17,	8
5	15	,2,4,12,	62
5	15	,4,6,7,	52
5	15	,3,10,11,	2150
5	15	,1,2,9,	25
5	15	,7,10,11,	381
5	15	,2,4,9,	51
5	15	,8,16,17,	3444
5	15	,4,16,17,	119
5	15	,1,2,14,	3403
5	15	,14,15,18,	3
5	15	,4,6,12,	61
5	15	,2,6,7,	8928
5	15	,2,3,13,	11865
5	15	,2,4,13,	84
5	15	,9,12,13,	257
5	15	,3,4,12,	27
5	15	,2,9,14,	491
5	15	,2,12,14,	493
5	15	,2,15,18,	1431
5	15	,7,15,18,	334
5	15	,2,13,14,	7
5	15	,1,6,7,	7
5	15	,2,10,11,	17280
5	13	,10,11,14,15,18,	6302
5	13	,1,2,8,9,14,	308
5	13	,3,4,7,12,18,	61
5	13	,3,9,13,14,17,	3
5	13	,2,7,8,12,14,	2
5	13	,1,2,3,12,13,	28
5	13	,3,9,10,11,12,	1
5	13	,2,3,6,7,13,	238
5	13	,7,8,9,12,14,	11
5	13	,2,10,11,13,15,	36
5	13	,1,3,10,11,13,	227
5	13	,6,10,11,15,18,	79
5	13	,1,10,11,15,18,	7727
5	13	,2,8,9,16,17,	14
5	13	,2,8,14,16,17,	12
5	13	,1,2,14,15,18,	3405
5	13	,2,9,10,11,12,	10
5	13	,2,3,9,13,14,	2573
5	13	,2,6,7,15,18,	86
5	13	,3,12,13,15,18,	419
5	13	,1,3,13,16,17,	18
5	13	,2,12,14,15,18,	569
5	13	,1,2,10,11,14,	921
5	13	,2,3,10,11,13,	414
5	13	,2,3,8,12,13,	11933
5	13	,1,3,9,13,14,	573
5	13	,2,9,14,16,17,	1
5	13	,1,2,10,11,13,	244
5	13	,1,2,3,13,14,	55
5	13	,10,11,12,15,18,	27
5	13	,2,8,12,15,18,	587
5	13	,3,10,11,12,13,	1
5	13	,2,9,14,15,18,	189
5	13	,2,10,11,15,18,	29646
5	13	,3,6,7,10,11,	534
5	13	,2,12,14,16,17,	983
5	13	,1,2,6,7,12,	2026
5	9	,1,6,7,8,9,10,11,13,17,	414
5	9	,2,3,6,10,11,12,13,15,18,	2
5	9	,1,3,6,7,8,13,15,16,18,	6
5	9	,2,10,11,12,14,15,16,17,18,	1647
5	9	,1,2,8,10,11,12,14,15,18,	2785
5	9	,1,2,3,8,10,11,13,16,17,	39
5	9	,1,2,6,7,8,10,11,12,14,	5
5	9	,1,2,10,11,14,15,16,17,18,	1364
5	9	,1,2,3,8,9,12,13,14,17,	1405
5	9	,1,2,6,7,8,10,11,15,18,	234
5	9	,2,3,9,10,11,12,13,16,17,	2
5	9	,1,2,8,9,14,15,16,17,18,	1220
5	9	,1,2,3,10,11,12,14,15,18,	59
5	9	,1,2,3,6,7,9,12,13,14,	825
5	9	,1,3,4,6,7,8,10,11,13,	3
5	9	,2,9,10,11,14,15,16,17,18,	358
5	9	,2,6,7,8,9,10,11,15,18,	199
5	9	,2,7,9,10,11,12,14,15,18,	61
5	9	,1,2,3,9,10,11,13,15,18,	5
5	9	,1,2,3,6,7,8,13,16,17,	124
5	9	,1,2,8,9,10,11,14,15,18,	172
5	9	,2,3,9,10,11,12,13,15,18,	87
5	9	,2,8,9,10,11,12,14,15,18,	6
5	9	,3,9,10,11,12,13,14,15,18,	1287
5	9	,2,4,8,9,10,11,14,15,18,	111
5	9	,1,2,8,10,11,12,14,16,17,	287
5	9	,1,2,3,8,12,13,14,16,17,	2
5	9	,2,8,10,11,14,15,16,17,18,	3584
5	9	,2,3,8,9,12,13,14,16,17,	101
5	9	,2,6,8,9,10,11,14,15,18,	35
5	9	,1,2,3,4,9,12,13,16,17,	154
5	9	,1,2,4,8,10,11,12,16,17,	12
5	9	,1,2,3,10,11,13,14,15,18,	350
5	9	,1,3,8,12,13,15,16,17,18,	4798
5	9	,1,2,6,7,9,12,14,16,17,	2427
5	9	,1,3,8,9,12,13,14,16,17,	91
5	9	,1,2,10,11,12,15,16,17,18,	83
5	8	,1,2,3,8,9,10,11,14,15,18,	228
5	8	,3,9,10,11,13,14,15,16,17,18,	2
5	8	,1,2,3,6,7,8,9,12,13,16,	23
5	8	,1,2,8,10,11,14,15,16,17,18,	70
5	8	,2,3,8,10,11,12,13,14,15,18,	1
5	8	,1,2,3,8,9,12,13,14,16,17,	19163
5	8	,1,3,4,8,9,10,11,12,13,14,	3
5	8	,1,2,8,10,11,12,15,16,17,18,	25
5	8	,2,3,6,7,9,10,11,13,15,18,	33
5	8	,2,9,10,11,12,14,15,16,17,18,	272
5	8	,2,3,8,9,10,11,13,14,15,18,	214
5	8	,1,2,6,7,9,10,11,13,15,18,	1247
5	8	,2,6,7,8,10,11,12,14,15,18,	50
5	8	,1,6,7,8,10,11,13,15,16,18,	18
5	8	,2,3,4,6,7,10,11,13,15,18,	346
5	8	,1,2,3,4,6,7,8,10,11,13,	5
5	8	,1,2,3,9,10,11,12,13,15,18,	2
5	8	,2,3,9,12,13,14,15,16,17,18,	33
5	8	,2,8,9,10,11,12,15,16,17,18,	183
5	8	,2,3,8,9,13,14,15,16,17,18,	1
5	8	,1,2,3,9,10,11,13,14,15,18,	1781
5	8	,3,8,9,10,11,13,15,16,17,18,	1
5	8	,2,3,9,10,11,12,13,14,16,17,	259
5	8	,3,7,8,10,11,12,13,14,15,18,	7
5	8	,1,4,6,7,8,9,10,11,13,17,	1
5	8	,1,3,6,7,8,13,14,15,16,18,	109
5	8	,2,8,9,10,11,14,15,16,17,18,	21
5	8	,2,8,10,11,12,14,15,16,17,18,	1758
5	8	,2,3,4,10,11,13,15,16,17,18,	150
5	8	,1,2,3,8,9,10,11,13,15,18,	7
5	8	,1,2,4,6,7,9,12,14,16,17,	2
5	8	,2,3,9,10,11,12,13,15,16,18,	1
5	8	,2,3,9,10,11,12,13,14,15,18,	79
5	8	,1,3,6,7,8,10,11,15,16,18,	73
5	8	,3,4,6,7,8,9,12,13,16,17,	1
5	8	,2,3,6,7,10,11,12,13,15,18,	30
5	5	,1,2,6,7,8,9,10,11,12,13,15,16,18,	768
5	5	,2,3,8,9,10,11,12,13,14,15,16,17,18,	25696
5	5	,1,3,6,7,8,10,11,12,13,14,15,16,18,	193
5	5	,1,2,3,4,6,7,9,10,11,13,14,15,18,	585
5	5	,1,2,3,4,6,7,8,9,10,11,13,14,16,	25
5	5	,1,2,3,6,7,8,9,10,11,13,14,15,18,	110
5	5	,1,2,3,4,8,9,10,11,12,13,14,15,18,	70
5	5	,3,6,7,8,9,10,11,12,13,15,16,17,18,	139
5	5	,1,2,3,4,8,9,10,11,13,15,16,17,18,	1
5	5	,2,3,6,7,8,9,10,11,13,15,16,17,18,	113
5	5	,1,2,4,8,9,10,11,12,14,15,16,17,18,	70
5	5	,1,3,4,9,10,11,12,13,14,15,16,17,18,	1
5	5	,1,2,3,4,8,9,10,11,12,13,14,16,17,	190
5	5	,1,2,3,6,7,8,9,10,11,12,13,14,16,	4
5	5	,1,3,8,9,10,11,12,13,14,15,16,17,18,	326
5	5	,1,2,3,4,6,7,8,10,11,12,13,15,18,	18
5	5	,1,2,3,9,10,11,12,13,14,15,16,17,18,	52
5	5	,1,2,4,6,7,8,10,11,12,15,16,17,18,	126
